propertyId;propertyType;district;coords
2567628;Apartamento; Ciutat Vella, Valencia;-0.377581605828368,39.4711966059276
2570881;Apartamentos; Eixample, Valencia;-0.372842794334474,39.4668752609955
2574108;Apartamentos; Ciutat Vella, Valencia;-0.377966300000026,39.4740281
2580538;Apartamento; Valencia;-0.384317636489868,39.4593059283507
2597106;Habitación en casa particular; El Pla del Real, Valencia;-0.363450050354004,39.4839600522934
2600295;Apartamento; Ciutat Vella, Valencia;-0.380223000000001,39.4720448
2609457;Apartamento; Poblados marítimos, Valencia;-0.32914310000001,39.4689515
2620264;Apartamento; Camins al Grau, Valencia;-0.348739,39.469077
2639791;Apartamentos; Ciutat Vella, Valencia;-0.381451947614551,39.4749401438622
2661874;Apartamentos; Poblados marítimos, Valencia;-0.334476946279892,39.4590156729237
2682156;Habitación en casa particular; Patraix, Valencia;-0.39259560406208,39.4672157478808
2683762;Apartamento; Ciutat Vella, Valencia;-0.377342699999986,39.4793913
2689136;Apartamento; Camins al Grau, Valencia;-0.34806405449217,39.4686326292926
2710394;Apartamento; Jesús, Valencia;-0.390787124633789,39.4525242765354
2734126;Apartamento; Extramurs, Valencia;-0.395122543408206,39.4741369242091
2734333;Apartamentos; La Saïdia, Valencia;-0.37489949999997,39.4840572
2740801;Apartamento; Olivereta, Valencia;-0.404264,39.469379
2743838;Apartamento; Olivereta, Valencia;-0.406881,39.472075
2757078;Apartamento; Ciutat Vella, Valencia;-0.380845,39.476009
2767716;Apartamento; Poblados marítimos, Valencia;-0.326576400000022,39.4647621
2773548;Hostal o pensión; Algirós, Valencia;-0.349609720695526,39.4739417579686
2777545;Apartamento; Ciutat Vella, Valencia;-0.375603139400482,39.4733541959976
2784473;Apartamento; Ciutat Vella, Valencia;-0.378504099999986,39.4783403
2789581;Habitación en casa particular; Rascanya, Valencia;-0.372135043144226,39.4909761007009
2789610;Apartamento; Valencia;-0.388742208415351,39.4600136547843
2796987;Apartamento; Ciutat Vella, Valencia;-0.379207599999973,39.479572
2808815;Apartamento; Poblados marítimos, Valencia;-0.326464900000019,39.4665356
2814452;Apartamento; Ciutat Vella, Valencia;-0.380105599999979,39.4758332
2816245;Apartamento; Poblados marítimos, Valencia;-0.33048180000003,39.4631997
2830696;Apartamento; Ciutat Vella, Valencia;-0.375766754150391,39.4683722522288
2837499;Casa o chalet; Quatre Carreres, Valencia;-0.358321499999988,39.4569229
2848648;Apartamento; Ciutat Vella, Valencia;-0.378190780107502,39.4717318602131
2849727;Apartamento; Camins al Grau, Valencia;-0.33873,39.462651
2855311;Apartamento; Playa de la Malvarrosa, Valencia;-0.32703222327882,39.493775480958
2860821;Apartamento; Ciutat Vella, Valencia;-0.376031000000012,39.4785417
2861517;Apartamento; Ciutat Vella, Valencia;-0.381645,39.471707
2861620;Apartamentos; Ciutat Vella, Valencia;-0.371477901935577,39.4720193889134
2867488;Apartamento; Quatre Carreres, Valencia;-0.368424,39.459042
2878002;Apartamento; Valencia;-0.351741199999992,39.4707497
2882632;Apartamento; Eixample, Valencia;-0.365983061492443,39.4692787808322
2884427;Apartamento; Extramurs, Valencia;-0.389990200000057,39.474262
2885222;Apartamento; Extramurs, Valencia;-0.381776846731213,39.4672181610686
2891693;Hostal o pensión; Quatre Carreres, Valencia;-0.367201,39.459403
2894429;Apartamentos; Extramurs, Valencia;-0.38203,39.462719
2918345;Apartamentos; Ciutat Vella, Valencia;-0.380106,39.475833
2921259;Habitación en casa particular; La Saïdia, Valencia;-0.369195342063904,39.484493239641
2929640;Apartamento; Camins al Grau, Valencia;-0.347915,39.460414
2944416;Hostal o pensión; Ciutat Vella, Valencia;-0.37602,39.468351
2944722;Casa o chalet; Ciutat Vella, Valencia;-0.370545,39.475723
2952760;Apartamento; Poblados marítimos, Valencia;-0.331129,39.466143
2954876;Apartamento; Ciutat Vella, Valencia;-0.380106,39.475833
2961063;Apartamento; Eixample, Valencia;-0.375879,39.46493
2965508;Apartamento; Ciutat Vella, Valencia;-0.377480099999957,39.4708745
2967593;Apartamento; Ciutat Vella, Valencia;-0.373793,39.469333
2983208;Apartamento; Algirós, Valencia;-0.348583,39.475858
2985364;Apartamento; Poblados marítimos, Valencia;-0.333849191665649,39.4663731887456
2985902;Hostal o pensión; Eixample, Valencia;-0.377190531768747,39.4646330258717
2985942;Hostal o pensión; Rascanya, Valencia;-0.371354044952341,39.4943745037496
2993615;Apartamentos; Playa de la Malvarrosa, Valencia;-0.32552,39.48896
2999152;Apartamento; Benicalap, Valencia;-0.384167432785034,39.4939027064169
3020748;Apartamento; Poblados marítimos, Valencia;-0.334113389253616,39.4478620006836
3023494;Apartamento; Ciutat Vella, Valencia;-0.376732349395752,39.468336146134
3025679;Apartamento; Ciutat Vella, Valencia;-0.372042506933212,39.4725403743474
3035322;Apartamento; Eixample, Valencia;-0.367044,39.461791
3054000;Apartamentos; Eixample, Valencia;-0.377546,39.461186
3054886;Apartamento; Benicalap, Valencia;-0.39250373840332,39.4928725808485
3058627;Apartamento; Benicalap, Valencia;-0.393163561820984,39.4923219930806
3074378;Apartamento; Camins al Grau, Valencia;-0.341172,39.459403
3083529;Casa o chalet; Valencia;-0.142566324865356,38.9126435989241
3089239;Apartamento; Ciutat Vella, Valencia;-0.377058291405774,39.4702711579328
3091106;Hostal o pensión; Extramurs, Valencia;-0.390398,39.469697
3091182;Apartamentos; Ciutat Vella, Valencia;-0.377745,39.476463
3105661;Hostal o pensión; Quatre Carreres, Valencia;-0.343998,39.441271
3107716;Apartamento; Quatre Carreres, Valencia;-0.338509,39.450184
3114164;Apartamento; El Pla del Real, Valencia;-0.359227440475479,39.4756735219791
3122008;Apartamento; Ciutat Vella, Valencia;-0.376071184873581,39.4760988446909
3126708;Casa o chalet; Valencia;-0.28636,39.56014
3127388;Apartamento; Ciutat Vella, Valencia;-0.375828,39.477782
3128516;Apartamento; Playa de la Malvarrosa, Valencia;-0.327247,39.494529
3130386;Apartamento; La Saïdia, Valencia;-0.373394700000063,39.4875502
3139431;Apartamento; Benicalap, Valencia;-0.396533,39.493004
3146781;Apartamento; Ciutat Vella, Valencia;-0.380426,39.476492
3148458;Apartamento; Olivereta, Valencia;-0.407141,39.472366
3152977;Apartamento; Eixample, Valencia;-0.3771,39.46066
3160737;Apartamento; Extramurs, Valencia;-0.379542,39.466442
3167342;Apartamento; Ciutat Vella, Valencia;-0.375555,39.475987
3168460;Apartamento; Valencia;-0.383843,39.471944
3172456;Apartamento; Poblados marítimos, Valencia;-0.331198,39.46553
3175932;Apartamento; Extramurs, Valencia;-0.386627,39.474885
3187998;Apartamento; Ciutat Vella, Valencia;-0.378389059381448,39.4714680828426
3188371;Apartamentos; Poblados marítimos, Valencia;-0.328785728641492,39.4820389595672
3205847;Apartamento; Olivereta, Valencia;-0.401307,39.468503
3214362;Apartamento; Poblados marítimos, Valencia;-0.326829,39.481002
3220582;Apartamento; Ciutat Vella, Valencia;-0.376076,39.478299
3223115;Apartamento; Camins al Grau, Valencia;-0.33652878092,39.464272731112
3234194;Apartamento; Ciutat Vella, Valencia;-0.381915,39.471833
3235983;Apartamento; Eixample, Valencia;-0.375107,39.459383
3237353;Apartamento; Valencia;-0.382362306118011,39.4831393679289
3245521;Apartamento; Extramurs, Valencia;-0.382348,39.468942
3246772;Apartamento; Poblados marítimos, Valencia;-0.329791,39.470861
3258095;Apartamento; Quatre Carreres, Valencia;-0.366181,39.456862
3268804;Apartamento; Extramurs, Valencia;-0.384693145751953,39.4755205016811
3269379;Apartamento; Benimaclet, Valencia;-0.363192558288574,39.4849248583387
3272386;Apartamento; Olivereta, Valencia;-0.3996116,39.464448402485
3274635;Apartamento; Poblados marítimos, Valencia;-0.330371,39.468462
3278589;Apartamentos; Ciutat Vella, Valencia;-0.378868,39.471991
3287719;Apartamento; Camins al Grau, Valencia;-0.353914,39.462112
3297078;Apartamento; Campanar, Valencia;-0.399741,39.483996
3298489;Habitación en casa particular; Extramurs, Valencia;-0.390503,39.473219
3328967;Apartamento; Ciutat Vella, Valencia;-0.381314,39.479867
3335523;Apartamento; Ciutat Vella, Valencia;-0.382713769643487,39.4711409318232
3342696;Apartamentos; Eixample, Valencia;-0.372996,39.462925
3370990;Apartamento; Poblados marítimos, Valencia;-0.331239,39.465854
3372933;Apartamento; Poblados marítimos, Valencia;-0.330624,39.46692
3377663;Apartamentos; Ciutat Vella, Valencia;-0.37641,39.47886
3397673;Apartamento; La Saïdia, Valencia;-0.381428579133,39.485187914455
3402135;Apartamento; Ciutat Vella, Valencia;-0.379593,39.472503
3408067;Apartamento; La Saïdia, Valencia;-0.376456081867218,39.4824934748904
3418661;Apartamentos; Poblados marítimos, Valencia;-0.328922,39.482955
3421713;Apartamento; Ciutat Vella, Valencia;-0.3774021,39.4764204
3424724;Apartamento; Ciutat Vella, Valencia;-0.378113,39.472544
3446230;Apartamentos; Ciutat Vella, Valencia;-0.376606,39.474536
3456759;Apartamento; Poblados marítimos, Valencia;-0.3296041,39.4653037
3457190;Apartamento; Ciutat Vella, Valencia;-0.378216056899987,39.472412227971
3461391;Apartamento; Eixample, Valencia;-0.371271,39.4605296
3476261;Bed & breakfast; Ciutat Vella, Valencia;-0.376914,39.473359
3483148;Bed & breakfast; Eixample, Valencia;-0.37608585,39.463929758521
3489126;Apartamento; Benicalap, Valencia;-0.38637435,39.489941051845
3495634;Apartamento; Poblados marítimos, Valencia;-0.327983,39.472479
3506736;Apartamento; Ciutat Vella, Valencia;-0.377195,39.470387
3533887;Hotel; Camins al Grau, Valencia;-0.357392943620653,39.4629949946846
3542906;Apartamento; Ciutat Vella, Valencia;-0.3777274,39.4778817
3543756;Habitación en casa particular; Campanar, Valencia;-0.39546,39.478161
3546692;Casa o chalet; Poblados marítimos, Valencia;-0.325347,39.472117
3552283;Apartamento; Camins al Grau, Valencia;-0.353380530543,39.461746094419
3563293;Hostal o pensión; Eixample, Valencia;-0.375994,39.462322
3569110;Bed & breakfast; Quatre Carreres, Valencia;-0.360395,39.458591
3583906;Apartamento; Algirós, Valencia;-0.3399601,39.4684695
3599930;Habitación en casa particular; Valencia;-0.3832346,39.4597807
3602594;Casa o chalet; Poblados marítimos, Valencia;-0.327566,39.483479
3604273;Apartamento; Ciutat Vella, Valencia;-0.378504322558,39.469290715394
3606766;Apartamento; Camins al Grau, Valencia;-0.3559555,39.4656525
3608764;Casa o chalet; Poblados marítimos, Valencia;-0.324954,39.469045
3615874;Apartamento; Poblados marítimos, Valencia;-0.330625489006934,39.4670484504298
3618172;Apartamento; Poblados marítimos, Valencia;-0.326324586473447,39.4761589296319
3631910;Apartamento; Ciutat Vella, Valencia;-0.381116,39.474981
3646923;Apartamento; Campanar, Valencia;-0.389077653640697,39.487374114735
3656596;Apartamento; Ciutat Vella, Valencia;-0.377297,39.474061
3661070;Apartamento; Campanar, Valencia;-0.384613,39.483677
3664772;Apartamento; Ciutat Vella, Valencia;-0.3790188,39.4749068
3666575;Apartamento; Ciutat Vella, Valencia;-0.383557,39.475087
3671621;Habitación en casa particular; Jesús, Valencia;-0.389236,39.457313
3671921;Apartamentos; Eixample, Valencia;-0.371481,39.460244
3672426;Apartamento; Algirós, Valencia;-0.34912185,39.474960038355
3676196;Habitación en casa particular; Rascanya, Valencia;-0.370293,39.493434
3687859;Apartamento; Ciutat Vella, Valencia;-0.383198,39.474935
3699013;Apartamento; Eixample, Valencia;-0.3753,39.459937
3701648;Habitación en casa particular; Poblados marítimos, Valencia;-0.328242,39.477226
3702234;Apartamento; Ciutat Vella, Valencia;-0.381892,39.476173
3711960;Apartamento; Poblados marítimos, Valencia;-0.332067,39.474408
3718518;Apartamento; Eixample, Valencia;-0.375573,39.461926
3728842;Apartamentos; Extramurs, Valencia;-0.384786,39.474102
3732969;Apartamento; Poblados marítimos, Valencia;-0.335352,39.458381
3739661;Apartamento; Benimaclet, Valencia;-0.357241,39.485303
3741421;Apartamento; Poblados marítimos, Valencia;-0.333744,39.472981
3758586;Casa o chalet; Poblados marítimos, Valencia;-0.332603,39.470495
3765069;Apartamentos; Ciutat Vella, Valencia;-0.37832537913323,39.471593022315
3767109;Apartamentos; Eixample, Valencia;-0.376283,39.463815
3776707;Apartamento; Poblados marítimos, Valencia;-0.3273411,39.4812928
3777691;Apartahotel; Ciutat Vella, Valencia;-0.371377,39.474377
3777893;Apartamento; Quatre Carreres, Valencia;-0.37177,39.457635
3783163;Apartamento; Poblados marítimos, Valencia;-0.334532,39.452084
3783665;Apartamento; Olivereta, Valencia;-0.396292,39.472835
3786890;Apartamento; Poblados marítimos, Valencia;-0.329143,39.480188
3788286;Apartamento; Quatre Carreres, Valencia;-0.362431,39.456542
3788671;Apartamento; Ciutat Vella, Valencia;-0.380937,39.471416
3789910;Habitación en casa particular; Camins al Grau, Valencia;-0.350272,39.465363
3790877;Apartamento; Ciutat Vella, Valencia;-0.3819417,39.4785964
3799642;Hostal o pensión; Ciutat Vella, Valencia;-0.377501,39.470963
3799760;Apartahotel; Eixample, Valencia;-0.37093,39.463731
3805735;Apartamento; Poblados marítimos, Valencia;-0.335767,39.446357
3809623;Apartamento; Eixample, Valencia;-0.371443407165543,39.4626181710715
3811530;Apartamentos; Quatre Carreres, Valencia;-0.361776,39.456998
3820590;Apartamento; Poblados marítimos, Valencia;-0.32889,39.478999
3828811;Hotel; Eixample, Valencia;-0.372448,39.468446
3830646;Apartamento; Ciutat Vella, Valencia;-0.37150959999997,39.4726782
3832501;Apartamento; Eixample, Valencia;-0.373409,39.462085
3834085;Apartamento; Ciutat Vella, Valencia;-0.376509,39.47175
3834224;Bed & breakfast; Extramurs, Valencia;-0.387152,39.463263
3834617;Apartamento; Quatre Carreres, Valencia;-0.364992,39.460691
3841868;Apartamento; Playa de la Malvarrosa, Valencia;-0.32536,39.49051
3881533;Apartamento; Quatre Carreres, Valencia;-0.3762894,39.4554144
3881970;Apartamento; Eixample, Valencia;-0.3748538,39.466572
3913497;Hostal o pensión; Poblados marítimos, Valencia;-0.331518,39.462031
3925610;Apartamento; Jesús, Valencia;-0.3922735,39.4432079
3931013;Habitación en casa particular; El Pla del Real, Valencia;-0.354519,39.473955
3961049;Apartamento; Extramurs, Valencia;-0.379556,39.46564
3964093;Apartamento; Extramurs, Valencia;-0.380021057672,39.465585835492
3973347;Apartamento; Ciutat Vella, Valencia;-0.377629,39.479577
3974636;Hostal o pensión; Poblados marítimos, Valencia;-0.33505,39.460121
3977106;Habitación en casa particular; Ciutat Vella, Valencia;-0.371139,39.47252
3991548;Apartamento; Camins al Grau, Valencia;-0.3438,39.463139
4005334;Apartamento; Algirós, Valencia;-0.3396705,39.4701171
4019381;Hotel; Camins al Grau, Valencia;-0.352170682668657,39.459022128471
4036814;Apartamento; Ciutat Vella, Valencia;-0.373401267781,39.470069879471
4039032;Apartamento; Playa de la Malvarrosa, Valencia;-0.325807,39.487094
4040503;Apartamento; Camins al Grau, Valencia;-0.33983475,39.463686564028
4057271;Apartamento; Poblados marítimos, Valencia;-0.3301342,39.473702769291
4062596;Apartamento; Jesús, Valencia;-0.38872852632,39.440132739956
4064373;Apartamentos; Extramurs, Valencia;-0.385378,39.478771
4064812;Apartamento; Valencia;-0.364784603527,39.46124741375
4069293;Apartamentos; Ciutat Vella, Valencia;-0.375991540579,39.477887034764
4074640;Hostal o pensión; Quatre Carreres, Valencia;-0.370069,39.457898
4086496;Apartamento; Ciutat Vella, Valencia;-0.3767481,39.473218151168
4093811;Apartamento; Ciutat Vella, Valencia;-0.375155984655748,39.4678285444348
4093819;Apartamento; Ciutat Vella, Valencia;-0.375188699999967,39.4676806
4093831;Apartamento; Ciutat Vella, Valencia;-0.375188699999967,39.4676806
4093843;Apartamento; Ciutat Vella, Valencia;-0.375188699999967,39.4676806
4093857;Apartamento; Extramurs, Valencia;-0.386042399999951,39.4667763
4093865;Apartamento; Extramurs, Valencia;-0.386042399999951,39.4667763
4093868;Apartamento; Ciutat Vella, Valencia;-0.377289900000051,39.4739859
4093876;Apartamento; Ciutat Vella, Valencia;-0.379508999999985,39.470507
4093891;Apartamento; Ciutat Vella, Valencia;-0.379739200000017,39.4716158
4095676;Apartamento; Patraix, Valencia;-0.402394,39.46219
4095746;Apartamento; Quatre Carreres, Valencia;-0.340528921179,39.450766333705
4105224;Apartamentos; Eixample, Valencia;-0.377604905032,39.459893383387
4117225;Apartamento; Ciutat Vella, Valencia;-0.377353,39.475594
4120221;Apartamento; Extramurs, Valencia;-0.384824,39.477602
4121345;Apartamento; Quatre Carreres, Valencia;-0.3404605,39.4506823
4124528;Apartahotel; El Pla del Real, Valencia;-0.359082,39.467683
4126372;Apartamento; Ciutat Vella, Valencia;-0.380269580025,39.473077837388
4132920;Habitación en casa particular; Benimaclet, Valencia;-0.362153,39.484603
4152620;Apartamento; Valencia;-0.3838037,39.4744911
4161855;Hostal o pensión; Camins al Grau, Valencia;-0.346291,39.461834
4185241;Apartamentos; Ciutat Vella, Valencia;-0.377529,39.473628
4200488;Habitación en casa particular; Camins al Grau, Valencia;-0.335841,39.465363
4211140;Hotel; Ciutat Vella, Valencia;-0.375042,39.474259
4212801;Habitación en casa particular; La Saïdia, Valencia;-0.37093,39.481561
4214834;Apartamento; Poblados marítimos, Valencia;-0.3273428,39.4830814
4215175;Habitación en casa particular; Ciutat Vella, Valencia;-0.37969095,39.471024729387
4217185;Habitación en casa particular; Poblados marítimos, Valencia;-0.329919,39.477724
4218273;Apartamento; Extramurs, Valencia;-0.3869128,39.4743732
4232781;Apartamento; Olivereta, Valencia;-0.402419,39.467605
4236394;Apartamento; Ciutat Vella, Valencia;-0.371997484802,39.47173655066
4238287;Apartamento; Algirós, Valencia;-0.3499572,39.4703764
4245614;Apartamento; Campanar, Valencia;-0.3958774,39.4834459
4256653;Apartamento; Eixample, Valencia;-0.368725284934044,39.4643335593847
4262208;Apartamento; Poblados marítimos, Valencia;-0.326164,39.4655
4262488;Apartamentos; La Saïdia, Valencia;-0.387653499199,39.488892046572
4267044;Apartamento; Extramurs, Valencia;-0.3784829,39.4675629
4267950;Apartamento; Ciutat Vella, Valencia;-0.3707161,39.474430302145
4276529;Apartamento; Camins al Grau, Valencia;-0.35100668465577,39.465207168903
4287413;Apartamento; Benicalap, Valencia;-0.3864049,39.4897991
4289877;Habitación en casa particular; Eixample, Valencia;-0.363895,39.462174
4304662;Apartamento; Playa de la Malvarrosa, Valencia;-0.32599374232791,39.4877254
4312120;Apartamento; Eixample, Valencia;-0.366342344859,39.469372666187
4314054;Apartamento; El Pla del Real, Valencia;-0.3595086,39.475962
4333253;Apartamento; Quatre Carreres, Valencia;-0.370557,39.45707
4333493;Apartamento; Benicalap, Valencia;-0.392098,39.490393
4353398;Apartamento; Poblados marítimos, Valencia;-0.335392,39.4630525
4353552;Apartamento; Quatre Carreres, Valencia;-0.361023636246,39.454085806787
4365340;Habitación en casa particular; Ciutat Vella, Valencia;-0.377365,39.472564
4367788;Apartamento; Ciutat Vella, Valencia;-0.377619,39.471969
4368595;Apartamento; Eixample, Valencia;-0.372978,39.461604
4388270;Bed & breakfast; Camins al Grau, Valencia;-0.35509,39.466838
4391668;Apartamentos; Camins al Grau, Valencia;-0.351926945149899,39.4647686680753
4399973;Hostal o pensión; Ciutat Vella, Valencia;-0.376945,39.473212
4418670;Apartamento; La Saïdia, Valencia;-0.384525075602,39.489032822251
4425975;Apartamento; Ciutat Vella, Valencia;-0.3783422,39.4714971
4426057;Apartamento; Ciutat Vella, Valencia;-0.3826442,39.4726186
4441671;Apartamentos; Poblados marítimos, Valencia;-0.330372984656,39.472273040558
4442066;Apartamento; Poblados marítimos, Valencia;-0.3263134,39.479353930729
4450983;Apartamentos; Poblados marítimos, Valencia;-0.3351679,39.461334002649
4454999;Habitación en casa particular; Eixample, Valencia;-0.371636,39.460253
4457634;Apartamento; Ciutat Vella, Valencia;-0.3756263,39.4719075
4472176;Apartamentos; Ciutat Vella, Valencia;-0.3811492,39.4795608
4475954;Apartamento; Eixample, Valencia;-0.3696966,39.4606605
4504570;Apartamento; Ciutat Vella, Valencia;-0.37637710000001,39.4739081
4504803;Apartamento; Playa de la Malvarrosa, Valencia;-0.327343963823751,39.4868718816634
4518973;Apartamento; Playa de la Malvarrosa, Valencia;-0.325712576443,39.493874833387
4523326;Apartamento; La Saïdia, Valencia;-0.3846331,39.4892995
4533007;Hotel; Valencia;-0.332502765251093,39.3832848776198
4533678;Apartamento; Playa de la Malvarrosa, Valencia;-0.326151936591,39.494014771804
4552106;Apartamento; Ciutat Vella, Valencia;-0.37860009999997,39.475423
4556268;Apartamentos; Ciutat Vella, Valencia;-0.3781531,39.4722234
4565643;Hostal o pensión; Extramurs, Valencia;-0.387417,39.473361
4570058;Apartamento; Poblados marítimos, Valencia;-0.3328347,39.4614418
4578496;Apartamento; Eixample, Valencia;-0.375763,39.459648
4594424;Apartamento; Quatre Carreres, Valencia;-0.3782882,39.4548025
4594496;Apartamento; Quatre Carreres, Valencia;-0.37224,39.45689
4608394;Hostal o pensión; Eixample, Valencia;-0.374165,39.463871
4615515;Apartamentos; Benimaclet, Valencia;-0.3638137,39.4857172
4622960;Apartamentos; Poblados marítimos, Valencia;-0.3285305,39.4813609
4624401;Habitación en casa particular; Valencia;-0.466127,39.439834
4624602;Apartamento; La Saïdia, Valencia;-0.3775761,39.4848065
4625132;Habitación en casa particular; Jesús, Valencia;-0.387039743363857,39.4581454551039
4630643;Apartamento; Valencia;-0.3922816,39.4682711
4639542;Apartamento; Ciutat Vella, Valencia;-0.37804000000006,39.472526227628
4639797;Apartamento; Eixample, Valencia;-0.37711905767219,39.465408565506
4641691;Apartamento; Poblados marítimos, Valencia;-0.3290681,39.4823022
4651578;Habitación en casa particular; Extramurs, Valencia;-0.379862381614657,39.4643318699806
4652750;Apartamento; Extramurs, Valencia;-0.379825301852,39.465977339075
4656688;Apartamentos; Ciutat Vella, Valencia;-0.3800973,39.475548
4657122;Apartamento; Ciutat Vella, Valencia;-0.381232758458,39.474785903174
4660558;Apartamento; Eixample, Valencia;-0.3694153,39.4654162
4673669;Apartamento; Campanar, Valencia;-0.397520493126,39.476529758653
4682632;Hostal o pensión; Eixample, Valencia;-0.377355,39.464461
4682802;Hostal o pensión; Eixample, Valencia;-0.369412,39.46341
4691493;Apartamento; Ciutat Vella, Valencia;-0.380822633981461,39.4759701354491
4694090;Apartamento; Extramurs, Valencia;-0.384868495166302,39.4741765486405
4718074;Habitación en casa particular; Rascanya, Valencia;-0.381843,39.490567
4726296;Apartamento; La Saïdia, Valencia;-0.3807525,39.4905201
4726450;Apartamento; Benicalap, Valencia;-0.3947137,39.4929633
4732440;Apartamentos; Eixample, Valencia;-0.371133104457,39.46080883804
4747836;Apartamento; Quatre Carreres, Valencia;-0.363727,39.4604996
4752815;Apartamento; Ciutat Vella, Valencia;-0.3775063,39.4693816
4756780;Apartamento; Poblados marítimos, Valencia;-0.3279685,39.4741591
4757385;Apartamento; Ciutat Vella, Valencia;-0.378144,39.4745506
4762375;Apartamentos; Poblados marítimos, Valencia;-0.32910000534,39.482336121219
4768322;Apartamentos; Camins al Grau, Valencia;-0.35094411534419,39.46526
4794909;Habitación en casa particular; Quatre Carreres, Valencia;-0.368638,39.449361
4800241;Apartamento; Extramurs, Valencia;-0.3882,39.4667
4802186;Habitación en casa particular; Benicalap, Valencia;-0.39653,39.491878
4805177;Apartamentos; Ciutat Vella, Valencia;-0.3733649,39.4768857
4820684;Apartamento; Quatre Carreres, Valencia;-0.3588275,39.4536629
4828764;Apartamento; Benicalap, Valencia;-0.39076675582,39.493045394669
4838858;Hotel; Ciutat Vella, Valencia;-0.377234,39.47273
4843954;Apartamentos; Poblados marítimos, Valencia;-0.3353337,39.4716975
4861796;Habitación en casa particular; Quatre Carreres, Valencia;-0.379447,39.455173
4862486;Casas y chalets; Camins al Grau, Valencia;-0.338751,39.46466
4865043;Habitación en casa particular; Jesús, Valencia;-0.389605832471,39.451402859957
4865093;Hostal o pensión; Quatre Carreres, Valencia;-0.3677086,39.4443907
4886758;Apartamento; Benimaclet, Valencia;-0.3669416,39.4870691
4887857;Apartamento; Extramurs, Valencia;-0.3855658,39.4724114
4895097;Apartamento; Camins al Grau, Valencia;-0.3413966,39.4607699
4899561;Habitación en casa particular; Eixample, Valencia;-0.371774,39.463385
4900140;Habitación en casa particular; Quatre Carreres, Valencia;-0.367669289299,39.454103828607
4901343;Tented camp; Poblados marítimos, Valencia;-0.331733,39.471303
4922002;Hostal o pensión; Ciutat Vella, Valencia;-0.37236,39.472259
4932621;Apartamento; Ciutat Vella, Valencia;-0.380369342957,39.478058515643
4948554;Apartamento; Olivereta, Valencia;-0.397031977772713,39.4712809960194
4948581;Habitación en casa particular; Eixample, Valencia;-0.372796,39.462158
4964856;Apartamento; La Saïdia, Valencia;-0.378613,39.4908872
4967097;Habitación en casa particular; Campanar, Valencia;-0.389009,39.483206
4986124;Apartamentos; Poblados marítimos, Valencia;-0.333070417197,39.459929282612
4995780;Habitación en casa particular; Quatre Carreres, Valencia;-0.361873,39.459909
4999636;Apartamento; Camins al Grau, Valencia;-0.357642026984,39.4631526548
5004812;Bed & breakfast; Poblados marítimos, Valencia;-0.328841,39.468207
5006434;Habitación en casa particular; La Saïdia, Valencia;-0.375019,39.488143
5019066;Apartamento; Olivereta, Valencia;-0.3997941,39.4694215
5024641;Apartamentos; Poblados marítimos, Valencia;-0.330593,39.472691
5029963;Apartamento; Poblados marítimos, Valencia;-0.3368597,39.4599276
5030500;Apartamento; Poblados marítimos, Valencia;-0.328431,39.482162
5041799;Habitación en casa particular; Camins al Grau, Valencia;-0.350999185527826,39.4657646488668
5047732;Apartamento; La Saïdia, Valencia;-0.387527,39.4889244
5083131;Apartamento; La Saïdia, Valencia;-0.375258475542068,39.481556453533
5095795;Apartamento; Benicalap, Valencia;-0.3892014,39.4910276
5123921;Apartamentos; Ciutat Vella, Valencia;-0.377598,39.471309
5125954;Apartamento; Poblados marítimos, Valencia;-0.327120870351791,39.4658617340038
5133726;Apartamento; Patraix, Valencia;-0.4140036,39.4619854
5138960;Apartamento; Ciutat Vella, Valencia;-0.3769086,39.4735528
5142800;Hotel; Ciutat Vella, Valencia;-0.371804,39.47298
5152866;Casa o chalet; Olivereta, Valencia;-0.3992334,39.4644592
5188541;Apartamentos; Ciutat Vella, Valencia;-0.379789,39.4776156
5199364;Barco; Poblados marítimos, Valencia;-0.335893,39.442643
5219046;Hotel; Camins al Grau, Valencia;-0.352955,39.466163
5232423;Apartamento; Quatre Carreres, Valencia;-0.368109,39.4526148
5238122;Apartahotel; La Saïdia, Valencia;-0.389122,39.48843
5238345;Bed & breakfast; Ciutat Vella, Valencia;-0.379509,39.470507
5249773;Apartamento; Poblados marítimos, Valencia;-0.334863754755,39.459619978071
5250762;Hotel; Poblados marítimos, Valencia;-0.333976,39.464771
5259150;Hostal o pensión; Ciutat Vella, Valencia;-0.376867,39.473254
5259971;Apartamentos; Camins al Grau, Valencia;-0.342893371923,39.462840848759
5263849;Apartamento; Poblados marítimos, Valencia;-0.334274399999976,39.4592408
5270717;Apartamento; Ciutat Vella, Valencia;-0.3749787,39.4749478
5294677;Bed & breakfast; La Saïdia, Valencia;-0.383106,39.483832
5299568;Habitación en casa particular; Benicalap, Valencia;-0.388686,39.489049
5300418;Apartamento; Extramurs, Valencia;-0.385327,39.472196
5326859;Habitación en casa particular; Valencia;-0.489019,39.550089
5348651;Apartamentos; Ciutat Vella, Valencia;-0.375199673016,39.474674278615
5352439;Habitación en casa particular; Eixample, Valencia;-0.3726378,39.460907
5354233;Casa o chalet; Valencia;-0.778004284222,39.57854802842
5366858;Habitación en casa particular; Valencia;-0.391869,39.468033
5372347;Apartamento; Ciutat Vella, Valencia;-0.378011000000015,39.478199
